# This file was automatically generated:
#	Running: extract-unihan.exe -keyword kCangjie unihan.txt
#	When:              Sun Aug 26 02:35:38 2007
#	Program's author:  Hoc D. Ngo (trichlor@trichlor.org, hoc96@yahoo.com)
#
# Info on original database file:
#
#	@.Master database name: Unihan database
#	@.Unicode version: 5.0.0
#	@.Table version: 1.1
#	@.Date: 7 July 2006
#	@.Info:  http://www.unicode.org/charts/unihan.html
#	@.Download:  ftp://ftp.unicode.org/Public/UNIDATA/unihan.zip
#
# The first column is Unicode codepoint in hexadecimal digits (i.e., U+xxxx)
###############################################################################
U+3400	TM
U+72C4	KHF
U+72C5	KHHG
U+72C6	KHL
U+72C7	KHD
U+72C8	KHBO
U+72C9	KHMFM
U+72CA	BUIK
U+72CB	KHMMF
U+72CC	KHHQM
U+72CD	KHPRU
U+72CE	KHWL
U+72CF	KHOPD
U+72D0	KHHVO
U+72D1	KHOII
U+72D2	KHLLN
U+72D3	KHDHE
U+72D4	KHSP
U+72D5	KHVIS
U+72D6	KHJC
U+72D7	KHPR
U+72D8	KHIV
U+72D9	KHBM
U+72DA	KHAM
U+72DB	KHHA
U+72DC	KHJR
U+72DD	KHNF
U+72DE	KHJMN
U+72DF	KHMAM
U+72E0	KHAV
U+72E1	KHYCK
U+72E2	KHHER
U+72E3	KHLMO
U+72E4	KHGR
U+72E5	KHPA
U+72E6	KHBTT
U+72E7	KHHJR
U+72E8	KHIJ
U+72E9	KHJDI
U+72EA	KHBMR
U+72EB	KHJKP
U+72EC	KHLMI
U+72ED	KHKT
U+72EE	KHLLB
U+72EF	KHOMI
U+72F0	KHNSD
U+72F1	KHIVK
U+72F2	XKHND
U+72F3	KHOMD
U+72F4	KHPPG
U+72F5	KHIUH
U+72F6	KHKKB
U+72F7	KHRB
U+72F8	KHWG
U+72F9	KHKOO
U+72FA	KHYMR
U+72FB	KHICE
U+72FC	KHIAV
U+72FD	KHBUC
U+72FE	KHQHL
U+72FF	KHNKM
U+7300	KHEFH
U+7301	KHHDN
U+7302	KHAMJ
U+7303	KHOMM
U+7304	KHYRF
U+7305	KHLMY
U+7306	LYIK
U+7307	KHYPU
U+7308	KHHHJ
U+7309	KHTMC
U+730A	KHHXU
U+730B	IKIKK
U+730C	DOIK
U+730D	KHDOO
U+730E	KHTA
U+730F	KHHSB
U+7310	KHTGU
U+7311	KHAPP
U+7312	ABIK
U+7313	KHWD
U+7314	KHJMF
U+7315	KHNNF
U+7316	KHAA
U+7317	KHKMR
U+7318	KHHBN
U+7319	KHBSD
U+731A	KHOG
U+731B	KHNDT
U+731C	KHQMB
U+731D	KHYOJ
U+731E	KHOMR
U+731F	KHFHN
U+7320	KHTBC
U+7321	KHWLN
U+7322	KHJRB
U+7323	KHUCE
U+7324	KHNOK
U+7325	KHWMV
U+7326	KHHNI
U+7327	KHBBR
U+7328	KHBME
U+7329	KHAHM
U+732A	KHJKA
U+732B	KHTW
U+732C	KHWB
U+732D	KHVNO
U+732E	JBIK
U+732F	KHUMB
U+7330	KHQHK
U+7331	KHNHD
U+7332	KHAPV
U+7333	KHRYE
U+7334	KHONK
U+7335	KHHSB
U+7336	KHTCW
U+7337	TWIK
U+7338	KHAHU
U+7339	KHDAM
U+733A	MGBME
U+733B	MGVNO
U+733C	MGDMQ
U+733D	KHBAC
U+733E	KHBBB
U+733F	KHGRV
U+7340	MGHLB
U+7341	KHSQF
U+7342	MGAMH
U+7343	UTIK
U+7344	KHYRK
U+7345	KHHRB
U+7346	XKHHA
U+7347	KHTUI
U+7348	KHTCT
U+7349	MGTBN
U+734A	MGJCH
U+734B	KHHUJ
U+734C	KHAWE
U+734D	KHYTU
U+734E	VIIK
U+734F	KHTAK
U+7350	KHYTJ
U+7351	KHJJL
U+7352	GKIK
U+7353	KHQSK
U+7354	KHHAJ
U+7355	KHUOG
U+7356	KHJTC
U+7357	KHMTO
U+7358	FKIK
U+7359	KHFBK
U+735A	KHTMC
U+735B	KHTCO
U+735C	KHFDQ
U+735D	KHNHB
U+735E	KHYTG
U+735F	KHGGU
U+7360	KHKCF
U+7361	KHHXF
U+7362	KHHKB
U+7363	FRIK
U+7364	KHYDK
U+7365	KHHSK
U+7366	KHTAV
U+7367	KHWLV
U+7368	KHWLI
U+7369	KHYMH
U+736A	KHOMA
U+736B	KHOMO
U+736C	KHNBQ
U+736D	KHDLO
U+736E	KHMFB
U+736F	KHHGF
U+7370	KHJPN
U+7371	KHJMC
U+7372	KHTOE
U+7373	KHMBB
U+7374	KHTBO
U+7375	KHVVV
U+7376	KHMBE
U+7377	KHITC
U+7378	RRIK
U+7379	KHYPT
U+737A	KHDLC
U+737B	YBIK
U+737C	KHNMB
U+737D	KHYRV
U+737E	KHTRG
U+737F	KHMCE
U+7380	KHWLG
U+7381	KHRRK
U+7382	KHTJL
U+7383	KHBUE
U+7384	YVI
U+7385	YIFH
U+7386	YIYVI
U+7387	YIOJ
U+7388	YIOHV
U+7389	MGI
U+738A	MGI
U+738B	MG
U+738C	MGU
U+738D	XXOG
U+738E	MGMN
U+738F	MGKS
U+7390	XXMGC
U+7391	MGHN
U+7392	MGM
U+7393	MGPI
U+7394	MGLLL
U+7395	MGMJ
U+7396	MGNO
U+7397	MGMD
U+7398	MGSU
U+7399	MGYSM
U+739A	MGNSH
U+739B	MGNVM
U+739C	MGCI
U+739D	MGOJ
U+739E	MGQO
U+739F	MGYK
U+73A0	MGOLL
U+73A1	MGMVH
U+73A2	MGCSH
U+73A3	MGYY
U+73A4	MGQJ
U+73A5	MGB
U+73A6	MGDK
U+73A7	MGIHU
U+73A8	MGMG
U+73A9	MGMMU
U+73AA	MGOIN
U+73AB	MGOK
U+73AC	MGBY
U+73AD	MGPP
U+73AE	MGQS
U+73AF	MGMF
U+73B0	MGBHU
U+73B1	MGOSU
U+73B2	MGOII
U+73B3	MGOIP
U+73B4	MGPT
U+73B5	MGTM
U+73B6	MGMFJ
U+73B7	MGYR
U+73B8	MGPRU
U+73B9	MGYVI
U+73BA	NFMGI
U+73BB	MGDHE
U+73BC	MGYMP
U+73BD	MGPR
U+73BE	MGWL
U+73BF	MGSHR
U+73C0	MGHA
U+73C1	MGMVN
U+73C2	MGMNR
U+73C3	MGGB
U+73C4	MGHQM
U+73C5	MGLWL
U+73C6	MGIR
U+73C7	MGBM
U+73C8	MGKSR
U+73C9	MGRVP
U+73CA	MGBT
U+73CB	MGHHL
U+73CC	MGPH
U+73CD	MGOHH
U+73CE	MGNF
U+73CF	MGMGI
U+73D0	MGGI
U+73D1	MGIKP
U+73D2	MGLQ
U+73D3	MGYCK
U+73D4	MGKLD
U+73D5	MGKSS
U+73D6	MGFMU
U+73D7	MGHGU
U+73D8	MGHBY
U+73D9	MGTC
U+73DA	MGWK
U+73DB	MGKB
U+73DC	MGTQ
U+73DD	MGSMM
U+73DE	MGHER
U+73DF	MGHNN
U+73E0	MGHJD
U+73E1	MGO
U+73E2	MGAV
U+73E3	MGPA
U+73E4	MGOJU
U+73E5	MGSJ
U+73E6	MGHBR
U+73E7	MGLMO
U+73E8	MGOMR
U+73E9	MGHON
U+73EA	MGGG
U+73EB	MGYIU
U+73EC	MGIHM
U+73ED	MGILG
U+73EE	MGHNB
U+73EF	MGJKP
U+73F0	MGFSM
U+73F1	MGFV
U+73F2	MGBKQ
U+73F3	MGYKH
U+73F4	MGHQI
U+73F5	MGRHG
U+73F6	MGCNH
U+73F7	MGMPM
U+73F8	MGMMR
U+73F9	MGIHS
U+73FA	MGSKR
U+73FB	MGOWY
U+73FC	MGBUC
U+73FD	MGNKG
U+73FE	MGBUU
U+73FF	MGRYO
U+7400	MGOIR
U+7401	MGONO
U+7402	MGYMR
U+7403	MGIJE
U+7404	MGRB
U+7405	MGIAV
U+7406	MGWG
U+7407	MGHDS
U+7408	MGBND
U+7409	MGYIU
U+740A	MGMHL
U+740B	MGKKB
U+740C	MGUON
U+740D	MGHDN
U+740E	MGYTT
U+740F	MGYKQ
U+7410	MGFBO
U+7411	MGFB
U+7412	MGHEJ
U+7413	MGJMU
U+7414	MGJMO
U+7415	MGHHJ
U+7416	MGII
U+7417	MGYOJ
U+7418	MGHPA
U+7419	MGIRM
U+741A	MGSJR
U+741B	MGBCD
U+741C	MGDOO
U+741D	MGAYK
U+741E	ABMGI
U+741F	MGOG
U+7420	MGTBC
U+7421	MGYFE
U+7422	MGMSO
U+7423	MGYTR
U+7424	MGBSD
U+7425	MGYPU
U+7426	MGKMR
U+7427	MMMGI
U+7428	MGAPP
U+7429	MGAA
U+742A	MGTMC
U+742B	MGQKQ
U+742C	MGJNU
U+742D	MGVNE
U+742E	MGJMF
U+742F	MGJRR
U+7430	MGFF
U+7431	MGBGR
U+7432	MGLMY
U+7433	MGDD
U+7434	MGOIN
U+7435	MGPP
U+7436	MGAU
U+7437	MGTGU
U+7438	MGYAJ
U+7439	MGD
U+743A	MGEGI
U+743B	MGC
U+743C	MGYRF
U+743D	MGJKA
U+743E	MGWOL
U+743F	MGBJJ
U+7440	YRMVN
U+7441	MGABU
U+7442	WJNU
U+7443	MGQKA
U+7444	MGPPA
U+7445	MGAMO
U+7446	WEEE
U+7447	MGQMW
U+7448	MGNHD
U+7449	MGRPA
U+744A	MGAHU
U+744B	MGAHM
U+744C	MGMBK
U+744D	DDW
U+744E	YUTM
U+744F	HVMVN
U+7450	FBRMN
U+7451	MGHAE
U+7452	MGNBK
U+7453	MGDWF
U+7454	KJRR
U+7455	MGRYE
U+7456	MGHJE
U+7457	GJHVO
U+7458	MGSJL
U+7459	MGVVW
U+745A	MGJRB
U+745B	MGTLK
U+745C	MGOMN
U+745D	MGHAG
U+745E	MGUMB
U+745F	MGPH
U+7460	MGHHW
U+7461	MGHRB
U+7462	MGJCR
U+7463	MGFBC
U+7464	MGBOU
U+7465	MGABT
U+7466	MGHRF
U+7467	MGQKD
U+7468	MGMIA
U+7469	FFBMG
U+746A	MGSQF
U+746B	MGBHX
U+746C	EUMGI
U+746D	MGILR
U+746E	MGMWD
U+746F	MGIIL
U+7470	MGHI
U+7471	MGJBC
U+7472	MGOIR
U+7473	MGTQM
U+7474	GGHNE
U+7475	MGEII
U+7476	MGBOU
U+7477	XMGBB
U+7478	MGJOC
U+7479	MGTOD
U+747A	MGFBB
U+747B	MGWJC
U+747C	MGJII
U+747D	MGHOO
U+747E	MGTLM
U+747F	SEMGI
U+7480	MGUOG
U+7481	MGHWP
U+7482	MGTCG
U+7483	MGYUB
U+7484	MGYTU
U+7485	MGVVD
U+7486	MGSMH
U+7487	MGYSO
U+7488	MGGSK
U+7489	MGYJJ
U+748A	MGTLB
U+748B	MGYTJ
U+748C	MGJMC
U+748D	MGTMJ
U+748E	MGBOV
U+748F	MGVMP
U+7490	MGRMR
U+7491	MGOTF
U+7492	MGNOT
U+7493	MGTHS
U+7494	MGCWA
U+7495	MGSMI
U+7496	MGESD
U+7497	EHMGI
U+7498	MGFDQ
U+7499	MGKCF
U+749A	MGNHB
U+749B	MGLX
U+749C	MGTMC
U+749D	MGLMC
U+749E	MGTCO
U+749F	MGAYF
U+74A0	MGHDW
U+74A1	MGYOG
U+74A2	MGMLW
U+74A3	MGVII
U+74A4	MGJIP
U+74A5	MGTRK
U+74A6	MGBBE
U+74A7	SJMGI
U+74A8	MGYED
U+74A9	MGYPO
U+74AA	MGRRD
U+74AB	MGFBW
U+74AC	MGHSK
U+74AD	MGYBJ
U+74AE	MGYWM
U+74AF	MGOMA
U+74B0	MGWLV
U+74B1	MGMGH
U+74B2	MGYTO
U+74B3	MGHDC
U+74B4	MGDDO
U+74B5	MGHXC
U+74B6	MGLMT
U+74B7	MGISK
U+74B8	MGJMC
U+74B9	MGGNI
U+74BA	HBMGI
U+74BB	MGSMJ
U+74BC	MGSMT
U+74BD	MBMGI
U+74BE	MGYX
U+74BF	MGYBU
U+74C0	MGMBB
U+74C1	MGTOE
U+74C2	MGTGT
U+74C3	MGWWW
U+74C4	MGGWC
U+74C5	MGVID
U+74C6	MGHLC
U+74C7	MGMBE
U+74C8	MGHHE
U+74C9	MGQOC
U+74CA	MGNBE
U+74CB	MGYYB
U+74CC	MGYWV
U+74CD	MGNLB
U+74CE	MGDLC
U+74CF	MGYBP
U+74D0	MGYPT
U+74D1	MGMHM
U+74D2	MGHUO
U+74D3	MGANW
U+74D4	MGBCV
U+74D5	NBMGI
U+74D6	MGYRV
U+74D7	MGUOB
U+74D8	MGTRG
U+74D9	MGGNF
U+74DA	MGHUC
U+74DB	MGYBK
U+74DC	HVIO
U+74DD	HOPI
U+74DE	HOHQO
U+74DF	HOPRU
U+74E0	KSHVO
U+74E1	KJKA
U+74E2	MFHVO
U+74E3	YJHOJ
U+74E4	YVHVO
U+74E5	HOLII
U+74E6	MVNI
U+74E7	MNJ
U+74E8	MMVN
U+74E9	MNHJ
U+74EA	MNHE
U+74EB	CSHN
U+74EC	YSMVN
U+74ED	LUMVN
U+74EE	CIMN
U+74EF	SKMVN
U+74F0	MNCSH
U+74F1	MNHQU
U+74F2	MNPU
U+74F3	JRMVN
U+74F4	OIMVN
U+74F5	IRMVN
U+74F6	TTMVN
U+74F7	IOMVN
U+74F8	MNMA
U+74F9	RBMVN
U+74FA	SIMVN
U+74FB	KBMVN
U+74FC	MNWG
U+74FD	FBRMN
U+74FE	KKLU
U+74FF	KMSO
U+7500	HMMVN
U+7501	YJYJN
U+7502	HBMVN
U+7503	HFMVN
U+7504	MGMVN
U+7505	MNMWG
U+7506	TVIN
U+7507	FFBMN
U+7508	HDMVN
U+7509	TCMVN
U+750A	LVMVN
U+750B	YBMVN
U+750C	SRMVN
U+750D	TWLN
U+750E	JIMVN
U+750F	GHMVN
U+7510	FQMVN
U+7511	CAMVN
U+7512	OFMVN
U+7513	SJMVN
U+7514	NRMVN
U+7515	YVGN
U+7516	BCMVN
U+7517	YBMVN
U+7518	TM
U+7519	IPTM
U+751A	TMMV
U+751B	TMHJR
U+751C	HRTM
U+751D	YUTM
U+751E	FBRTM
U+751F	HQM
U+7520	XAHQM
U+7521	HMHQM
U+7522	YHHQM
U+7523	YHHQM
U+7524	MOHQM
U+7525	HMWKS
U+7526	MKHQM
U+7527	HMB
U+7528	BQ
U+7529	BQU
U+752A	HBQ
U+752B	IJB
U+752C	NIBQ
U+752D	MFBQ
U+752E	PHBQ
U+752F	JPBQ
U+7530	W
U+7531	LW
U+7532	WL
U+7533	LWL
U+7534	LA
U+7535	LWU
U+7536	HW
U+7537	WKS
U+7538	PW
U+7539	LWMVS
U+753A	WMN
U+753B	MUW
U+753C	XWMN
U+753D	WLLL
U+753E	VVW
U+753F	WYV
U+7540	WML
U+7541	LWML
U+7542	WNO
U+7543	LLPI
U+7544	XFW
U+7545	LLNSH
U+7546	YWI
U+7547	WPIM
U+7548	WHE
U+7549	WQO
U+754A	WTT
U+754B	WOK
U+754C	WOLL
U+754D	WOLL
U+754E	WIK
U+754F	WMV
U+7550	MRW
U+7551	FW
U+7552	YWO
U+7553	EW
U+7554	WFQ
U+7555	WW
U+7556	WHVO
U+7557	YRW
U+7558	WGB
U+7559	HHW
U+755A	IKW
U+755B	WOHH
U+755C	YVIW
U+755D	YWNO
U+755E	JWNO
U+755F	WCHE
U+7560	HAW
U+7561	WYVO
U+7562	WTJ
U+7563	OMRW
U+7564	WGDI
U+7565	WHER
U+7566	WGG
U+7567	WHER
U+7568	FDW
U+7569	WYHV
U+756A	HDW
U+756B	LGWM
U+756C	OMDW
U+756D	WOMD
U+756E	WOWY
U+756F	WICE
U+7570	WTC
U+7571	XMLLW
U+7572	OFW
U+7573	WBBM
U+7574	WQKI
U+7575	LGUW
U+7576	FBRW
U+7577	WEEE
U+7578	WKMR
U+7579	WJNU
U+757A	MWMM
U+757B	WFQG
U+757C	WAMH
U+757D	WHJG
U+757E	WWW
U+757F	VIW
U+7580	VWJLO
U+7581	WSMH
U+7582	WIOM
U+7583	WYTG
U+7584	WFDQ
U+7585	WMWM
U+7586	NGMWM
U+7587	WGNI
U+7588	MWILW
U+7589	XWWWM
U+758A	WWWM
U+758B	NYO
U+758C	JLYO
U+758D	NOAM
U+758E	NMDL
U+758F	NMYIU
U+7590	JBWNO
U+7591	PKNIO
U+7592	XK
U+7593	KNHS
U+7594	KMN
U+7595	KP
U+7596	KSL
U+7597	KNN
U+7598	KM
U+7599	KON
U+759A	KNO
U+759B	XKDI
U+759C	KMY
U+759D	KU
U+759E	KMMS
U+759F	KSM
U+75A0	KMS
U+75A1	KNSH
U+75A2	KF
U+75A3	KIKU
U+75A4	KAU
U+75A5	KOLL
U+75A6	KDK
U+75A7	KHVP
U+75A8	KMVH
U+75A9	KKNJ
U+75AA	KPP
U+75AB	KHNE
U+75AC	KMKS
U+75AD	XKOO
U+75AE	KOSU
U+75AF	KHNK
U+75B0	KYG
U+75B1	KPRU
U+75B2	KDHE
U+75B3	KTM
U+75B4	KMNR
U+75B5	KYMP
U+75B6	KPT
U+75B7	KHVI
U+75B8	KAM
U+75B9	KOHH
U+75BA	KHIO
U+75BB	KRC
U+75BC	KHEY
U+75BD	KBM
U+75BE	KOK
U+75BF	KLLN
U+75C0	KPR
U+75C1	KYR
U+75C2	KKSR
U+75C3	KYVI
U+75C4	KHS
U+75C5	KMOB
U+75C6	KSP
U+75C7	KMYM
U+75C8	KBQ
U+75C9	KNOM
U+75CA	KOMG
U+75CB	KLMI
U+75CC	KBMR
U+75CD	KKN
U+75CE	KYVO
U+75CF	KKB
U+75D0	KWR
U+75D1	KNIN
U+75D2	KTQ
U+75D3	KMIG
U+75D4	KGDI
U+75D5	KAV
U+75D6	KMTC
U+75D7	KOWY
U+75D8	KMRT
U+75D9	KMVM
U+75DA	KJKD
U+75DB	KNIB
U+75DC	KHDU
U+75DD	KIUH
U+75DE	KMFR
U+75DF	KFB
U+75E0	KICE
U+75E1	KIJB
U+75E2	KHDN
U+75E3	KGP
U+75E4	KOOG
U+75E5	KCRU
U+75E6	KMMR
U+75E7	KEFH
U+75E8	KTBS
U+75E9	KLWE
U+75EA	XKNBK
U+75EB	KLSD
U+75EC	KAPH
U+75ED	KBB
U+75EE	KSMV
U+75EF	KJRR
U+75F0	KFF
U+75F1	KLMY
U+75F2	KJCC
U+75F3	KDD
U+75F4	KOKR
U+75F5	KHDD
U+75F6	KTBC
U+75F7	KKLU
U+75F8	KHBN
U+75F9	KWML
U+75FA	KHHJ
U+75FB	KHPA
U+75FC	KWJR
U+75FD	KOG
U+75FE	KNLR
U+75FF	KHDV
U+7600	KYSY
U+7601	KYOJ
U+7602	KMLM
U+7603	KMSO
U+7604	KTA
U+7605	KCWJ
U+7606	KIKH
U+7607	KHJG
U+7608	KQHK
U+7609	KOMN
U+760A	KONK
U+760B	KHNI
U+760C	KDLN
U+760D	KAMH
U+760E	KTMV
U+760F	KJKA
U+7610	KHXO
U+7611	KBBR
U+7612	KBJJ
U+7613	KNBK
U+7614	KTJR
U+7615	KRYE
U+7616	KYTA
U+7617	KKTG
U+7618	KFDV
U+7619	KEII
U+761A	KTUO
U+761B	KQHP
U+761C	KHUP
U+761D	KWLE
U+761E	KKOG
U+761F	KWOT
U+7620	KFCB
U+7621	KOIR
U+7622	KHYE
U+7623	KHI
U+7624	KHHW
U+7625	KTQM
U+7626	KHXE
U+7627	KYPM
U+7628	KJBC
U+7629	KTOR
U+762A	XKHUP
U+762B	KEOG
U+762C	KNSV
U+762D	KMWF
U+762E	KIIH
U+762F	KYSK
U+7630	KWVF
U+7631	KKOP
U+7632	KHOO
U+7633	KSMH
U+7634	KYTJ
U+7635	KBOF
U+7636	KDLO
U+7637	KDLK
U+7638	KKRB
U+7639	KCPI
U+763A	KSMB
U+763B	KLWV
U+763C	KTAK
U+763D	KTLM
U+763E	XKNLP
U+763F	KBOV
U+7640	KTMC
U+7641	KHOE
U+7642	KKCF
U+7643	KNLM
U+7644	KOGF
U+7645	KMLW
U+7646	KFFS
U+7647	KANB
U+7648	KNOE
U+7649	KRRJ
U+764A	KNLI
U+764B	KMMP
U+764C	KRRU
U+764D	KMGG
U+764E	KANA
U+764F	KWLV
U+7650	KOMA
U+7651	KTWV
U+7652	KOMP
U+7653	KHOK
U+7654	KYTP
U+7655	KYVG
U+7656	KSRJ
U+7657	KMBW
U+7658	KTWB
U+7659	KHXV
U+765A	KNCR
U+765B	KYWD
U+765C	KSCE
U+765D	KYWF
U+765E	XKDLO
U+765F	KHUB
U+7660	KYX
U+7661	KPKO
U+7662	KTOV
U+7663	KNMQ
U+7664	KHAL
U+7665	KHOK
U+7666	KWGG
U+7667	KMDM
U+7668	KMBG
U+7669	KDLC
U+766A	KHDC
U+766B	KJCO
U+766C	KNFQ
U+766D	KBCV
U+766E	KNLP
U+766F	KBUG
U+7670	KVUG
U+7671	KTOG
U+7672	KJCC
U+7673	KWWF
U+7674	KVFQ
U+7675	KVFB
U+7676	NIYO
U+7677	NOMJ
U+7678	NOMK
U+7679	NOHNE
U+767A	NOMKU
U+767B	NOMRT
U+767C	NONHE
U+767D	HA
U+767E	MA
U+767F	HAU
U+7680	XHAP
U+7681	HAJ
U+7682	HAP
U+7683	HAHU
U+7684	HAPI
U+7685	HAAU
U+7686	PPHA
U+7687	HAMG
U+7688	HAHE
U+7689	HAYMP
U+768A	HAOII
U+768B	HAKJ
U+768C	HADJ
U+768D	HAPSL
U+768E	HAYCK
U+768F	HATT
U+7690	HAIOJ
U+7691	HAUSU
U+7692	HAHQI
U+7693	HAHGR
U+7694	HAAMJ
U+7695	MAMA
U+7696	HAJMU
U+7697	HABGR
U+7698	HAQMB
U+7699	HLHA
U+769A	HAUMT
U+769B	HAHAA
U+769C	HAYRB
U+769D	HGFMU
U+769E	HAHAJ
U+769F	HAQMC
U+76A0	HAUOG
U+76A1	HAHAJ
U+76A2	HAGGU
U+76A3	HATMJ
U+76A4	HAHDW
U+76A5	HAHUJ
U+76A6	HAHSK
U+76A7	HABBE
U+76A8	HAHAG
U+76A9	HGAFU
U+76AA	HAVID
U+76AB	HAIPF
U+76AC	HAMBG
U+76AD	HABWI
U+76AE	DHE
U+76AF	DEMJ
U+76B0	DEPRU
U+76B1	NSDHE
U+76B2	BQDHE
U+76B3	XIEDH
U+76B4	IEDHE
U+76B5	TADHE
U+76B6	DMDHE
U+76B7	GTDHE
U+76B8	BJDHE
U+76B9	DEBJJ
U+76BA	PUDHE
U+76BB	YMDHE
U+76BC	XGTDH
U+76BD	YMDHE
U+76BE	GCDHE
U+76BF	BT
U+76C0	YBT
U+76C1	XNSBT
U+76C2	MDBT
U+76C3	MFBT
U+76C4	NLBT
U+76C5	LBT
U+76C6	CSHT
U+76C7	KIBT
U+76C8	NSBT
U+76C9	HDBT
U+76CA	TCBT
U+76CB	XIEBT
U+76CC	NUBT
U+76CD	GIBT
U+76CE	LKBT
U+76CF	IJBT
U+76D0	GYBT
U+76D1	LIBT
U+76D2	OMRT
U+76D3	EDBT
U+76D4	KFBT
U+76D5	ENBT
U+76D6	TGBT
U+76D7	IOBT
U+76D8	HYBT
U+76D9	IBBT
U+76DA	IEBT
U+76DB	ISBT
U+76DC	EOBT
U+76DD	VEBT
U+76DE	IIBT
U+76DF	ABBT
U+76E0	VOBT
U+76E1	LMFBT
U+76E2	WKBT
U+76E3	SIBT
U+76E4	HEBT
U+76E5	HXBT
U+76E6	OINT
U+76E7	YPWBT
U+76E8	HCBT
U+76E9	GKBT
U+76EA	EHBT
U+76EB	ORMWT
U+76EC	SRBT
U+76ED	VKBT
U+76EE	BU
U+76EF	BUMN
U+76F0	BUMJ
U+76F1	BUMD
U+76F2	YVBU
U+76F3	BUYV
U+76F4	JBMM
U+76F5	BUON
U+76F6	BUMMU
U+76F7	BUPIM
U+76F8	DBU
U+76F9	BUPU
U+76FA	BUHML
U+76FB	BUCMS
U+76FC	BUCSH
U+76FD	BUQJ
U+76FE	HJBU
U+76FF	BUYK
U+7700	BUB
U+7701	FHBU
U+7702	BUHVP
U+7703	BUMMI
U+7704	BUMLS
U+7705	BUHE
U+7706	BUYHS
U+7707	BUFH
U+7708	BULBU
U+7709	AHBU
U+770A	BUHQU
U+770B	HQBU
U+770C	BUVF
U+770D	BUSK
U+770E	BUMMF
U+770F	BULBK
U+7710	BUMYM
U+7711	BUVIS
U+7712	BULWL
U+7713	BUIV
U+7714	WLFF
U+7715	BUOHH
U+7716	BURHU
U+7717	BUPR
U+7718	KCBU
U+7719	BUIR
U+771A	HMBU
U+771B	BUJD
U+771C	BUDJ
U+771D	BUJMN
U+771E	PBVC
U+771F	JBMC
U+7720	BURVP
U+7721	BUHVI
U+7722	NUBU
U+7723	BUHQO
U+7724	BUSP
U+7725	YPBU
U+7726	BUYMP
U+7727	BUSHR
U+7728	BUHIO
U+7729	BUYVI
U+772A	BUMOB
U+772B	BUFQ
U+772C	BUIKP
U+772D	BUGG
U+772E	BUBMR
U+772F	BUFD
U+7730	BUMIG
U+7731	BUKN
U+7732	BUSJ
U+7733	BUNIR
U+7734	BUPA
U+7735	BUNIN
U+7736	BUSMG
U+7737	FQBU
U+7738	BUIHQ
U+7739	BUTK
U+773A	BULMO
U+773B	BUTQ
U+773C	BUAV
U+773D	BUHHV
U+773E	WLOOO
U+773F	BUINE
U+7740	TQBU
U+7741	BUNSD
U+7742	OLMBU
U+7743	BUICE
U+7744	BUFB
U+7745	BUAMJ
U+7746	BUJMU
U+7747	BUCNH
U+7748	BURMG
U+7749	BUOOG
U+774A	BURB
U+774B	BUHQI
U+774C	BUNAU
U+774D	BUBUU
U+774E	BUKKB
U+774F	BUWD
U+7750	BUDT
U+7751	BUOMM
U+7752	BUFF
U+7753	BUTBC
U+7754	BUOMB
U+7755	BUJNU
U+7756	BUGCE
U+7757	BUAPH
U+7758	WLMRV
U+7759	BUHSK
U+775A	BUMGG
U+775B	BUQMB
U+775C	BUBSD
U+775D	HHBU
U+775E	BUDOO
U+775F	BUYOJ
U+7760	BUFQU
U+7761	BUHJM
U+7762	BUOG
U+7763	YEBU
U+7764	BUWML
U+7765	BUHHJ
U+7766	BUGCG
U+7767	BUHPA
U+7768	BUHXU
U+7769	BUVNE
U+776A	WLGTJ
U+776B	BUJLO
U+776C	BUBD
U+776D	BUBGR
U+776E	BUOMN
U+776F	RKBU
U+7770	BUTKR
U+7771	BURSE
U+7772	BUAHM
U+7773	BUKGG
U+7774	BUBJJ
U+7775	BUJIR
U+7776	BUQKA
U+7777	BUNKQ
U+7778	BUAHU
U+7779	BUJKA
U+777A	BUONK
U+777B	BUJMM
U+777C	BUAMO
U+777D	BUNOK
U+777E	HWGTI
U+777F	YBMCU
U+7780	NKBU
U+7781	BUBUK
U+7782	HUIKK
U+7783	BUHJU
U+7784	BUTW
U+7785	BUHDF
U+7786	XBULM
U+7787	BUYFD
U+7788	BUCIM
U+7789	GUHNE
U+778A	BUILR
U+778B	BUJBC
U+778C	BUGIT
U+778D	BUHXE
U+778E	BUJQR
U+778F	WLGRV
U+7790	XXBUB
U+7791	BUBAC
U+7792	BUTMB
U+7793	BUYRL
U+7794	BUQMC
U+7795	BUYTJ
U+7796	SEBU
U+7797	BUHAF
U+7798	BUSRR
U+7799	BUTAK
U+779A	BUJMC
U+779B	BUHOO
U+779C	BULWV
U+779D	BUYUB
U+779E	BUTLB
U+779F	BUMWF
U+77A0	BUFBG
U+77A1	BUQOU
U+77A2	TWLU
U+77A3	BULLP
U+77A4	BUANG
U+77A5	FKBU
U+77A6	BUGRR
U+77A7	BUOGF
U+77A8	BUTCO
U+77A9	BUSHB
U+77AA	BUNOT
U+77AB	BUMWJ
U+77AC	BUBBQ
U+77AD	BUKCF
U+77AE	BUYBK
U+77AF	BUANB
U+77B0	BUMJK
U+77B1	BUTMJ
U+77B2	BUNHB
U+77B3	BUYTG
U+77B4	BUOTF
U+77B5	BUFDQ
U+77B6	BULMC
U+77B7	BUANA
